,screen,spec_re,spec_im
0,-10.0,-0.017932471514661492,0.034457983727036165
1,-9.995,-0.01957702490711008,0.04410212217880146
2,-9.99,0.0039134472690463586,-0.008506754395575291
3,-9.985,0.010465386695734534,0.004893603122421582
4,-9.98,0.005109932771464022,-0.012298391653953944
5,-9.975,0.03227762768876343,-0.002667479433913556
6,-9.97,-0.011836721285897724,-0.028312339855927477
7,-9.965,0.006220359028403676,0.0019924671914032474
8,-9.96,0.018688778735410267,0.0036633726289468267
9,-9.955,-0.03346831857026209,-0.01338308308664642
10,-9.95,-0.005237342793896992,0.010330812138468743
11,-9.945,-0.021540503892174927,-0.01943212254672056
12,-9.94,0.0037954150046340114,0.040570222863905256
13,-9.935,0.013119760663861701,0.01377892918467834
14,-9.93,0.012676395453572659,-0.029832451567735667
15,-9.925,-0.006655335094877806,-0.017400407004020874
16,-9.92,-0.002640584233166874,0.014212522322263655
17,-9.915,-0.0011024585457580283,0.02172851789989709
18,-9.91,-0.0032211528931435523,-0.022212366111860355
19,-9.905,0.0029755440001674985,0.015536205653999532
20,-9.9,-0.03702458220603333,-0.008671756352738428
21,-9.895,0.0108075156120449,0.020526339121130985
22,-9.89,-0.00619829064530526,0.004823236204004179
23,-9.885,0.001007785997348546,-0.002763741412255307
24,-9.88,0.031283971482819056,-0.006138093857002307
25,-9.875,0.004414171923511359,-0.028369495350689694
26,-9.87,-0.01924740473726985,0.004024963541200461
27,-9.865,-0.001675871708560094,-0.035711217182779725
28,-9.86,0.025713653914240707,0.012302561815722328
29,-9.855,0.023415017272830775,0.018529301791128598
30,-9.85,0.01448446961407396,0.01712771098012795
31,-9.845,-0.016926046828941246,0.011199955563851479
32,-9.84,0.02320064723159018,0.018869837768568997
33,-9.835,0.0496578637677552,0.023100493176544126
34,-9.83,0.022072262048014473,0.004886985149583914
35,-9.825,0.014659282649549583,-0.022695207312800964
36,-9.82,-0.0053612363980660195,0.005806691505579358
37,-9.815,0.009804631347511424,0.003822853795624923
38,-9.81,0.0034420029747519523,0.01962715367830442
39,-9.805,-0.015952694635107907,-0.015538883603264263
40,-9.8,-0.0007064976953204564,0.015021755137677718
41,-9.795,-0.009636498764910179,-0.03826516784196618
42,-9.79,-0.005257197284883571,-0.023958551580819398
43,-9.785,0.03286766406242528,0.010820353916873124
44,-9.78,-0.025096808425571413,0.023163258660540073
45,-9.775,0.0038756153236369374,0.009878010091451565
46,-9.77,0.004376942743962968,-0.00772434327380378
47,-9.765,0.020984882670951343,0.009855093759870016
48,-9.76,0.010372929393274865,-0.0019268619685883078
49,-9.755,0.0028935233917805167,0.009875944587611804
50,-9.75,-0.03055747587134007,-0.008249511457051844
51,-9.745,-0.000426701211929325,-0.031048176817462424
52,-9.74,-0.0191116218233803,-0.020224707667515437
53,-9.735,0.02059641885670658,-0.003735689970878702
54,-9.73,-0.04339213543630648,-0.006289462220885354
55,-9.725,-0.00040144519996926354,0.01869944142204445
56,-9.72,-0.00760618644017631,0.017636117623756678
57,-9.715,0.011166667920693669,-0.013528314012056918
58,-9.71,-0.007674115431861863,-0.011718732293291647
59,-9.705,0.008374626831232137,0.02547726830046926
60,-9.7,-0.00010386094226751552,-0.008964383149124611
61,-9.695,0.0038498690956281414,-0.005795011344013121
62,-9.69,-0.029028890400681698,-0.0014009840037308226
63,-9.685,-0.009697324482401761,0.020349924730577822
64,-9.68,0.00212718400127789,0.029020303814481906
65,-9.675,0.011035774355997568,0.007626867244940301
66,-9.67,-0.02749433187596236,-0.02938307859872168
67,-9.665,0.011862922334488274,0.03071608902080332
68,-9.66,-0.016865474071331186,-0.0068009663183086514
69,-9.655,0.01305833191221092,-0.026745917457260064
70,-9.65,-0.03451330931621901,0.006358737500248771
71,-9.645,-0.00701121503549673,-0.013870887302590462
72,-9.64,0.026168647961624044,0.02081638116271706
73,-9.635,0.003113288119494488,-0.011098255367139482
74,-9.63,-0.004599778162582086,-0.0035421870604303803
75,-9.625,0.021446780236884275,-0.02484638644798267
76,-9.62,0.015481867637314675,-0.010958912942909935
77,-9.615,-0.04388373814220577,-0.022281556931290324
78,-9.61,-0.023045285960290804,-0.013925165886257975
79,-9.605,0.004351580151855939,-0.0033243209754590655
80,-9.6,0.012448350007456322,0.0038333158661979765
81,-9.595,0.024328624847944506,0.015806235288656083
82,-9.59,-0.006317451303283535,-0.002731012954646321
83,-9.585,0.014094930617924701,-0.0019943578764087797
84,-9.58,-0.02470037337061942,0.012897652344805334
85,-9.575,-0.027613145990447906,-0.0035056012029648586
86,-9.57,0.014318459485897305,-0.02160212951405572
87,-9.565,0.0021033203834458832,0.018954804874398493
88,-9.56,0.016284554752258915,-0.011062582085460444
89,-9.555,-0.01923788042715019,-0.0030407976642164414
90,-9.55,0.010558149150760747,0.005191429898317363
91,-9.545,-0.017273897974563614,-0.041017939087587885
92,-9.54,-0.005052396766888793,-0.011555525527076517
93,-9.535,-0.026672742600091715,0.00827487486698909
94,-9.53,0.013006086146927467,0.025906412675564476
95,-9.525,-0.011765726858123127,-0.004144470835013756
96,-9.52,0.014892996939018814,-0.013428771702127081
97,-9.515,0.023547347688088947,0.005094490568484399
98,-9.51,0.021199959534012724,-0.009881710703295847
99,-9.505,-0.025147978060577916,0.005517901263540632
100,-9.5,0.0019933779145426818,-0.010068905164616612
101,-9.495,-0.00927284772096382,0.020968521247749106
102,-9.49,0.014317470135903135,0.003800708407798272
103,-9.485,-0.02920595467283974,0.042586049827930225
104,-9.48,0.014380462712154679,-0.016240040206338287
105,-9.475,-0.0040019783602316785,0.007900980816603625
106,-9.47,0.009408980090042542,0.0192671480699719
107,-9.465,0.011376444671594491,-0.04166013698879155
108,-9.46,-0.0031524572687346214,-0.017616981014165412
109,-9.455,0.0008250648752593096,-0.02030151277691811
110,-9.45,0.012454952245438201,0.02234983655537517
111,-9.445,0.003845210589712691,-0.010290524367519885
112,-9.44,0.0422716055196812,0.030535186169451656
113,-9.435,-0.0008160833946197715,0.0071119324041347305
114,-9.43,-0.005417678227733333,-0.024319121863037228
115,-9.425,0.0023533184688258025,0.00842111130050216
116,-9.42,-0.03469539907461078,-0.0021541185872252164
117,-9.415,0.03525458730316379,0.018876958461547893
118,-9.41,0.05437491136594134,-0.009446848461049208
119,-9.405,0.019168789680267927,-0.0042900418676694784
120,-9.4,0.0010776356751279765,0.020823944324154492
121,-9.395,-0.017727154454213006,-0.024876913332416546
122,-9.39,0.025056955406751936,0.004532396189627321
123,-9.385,-0.009643451165963365,0.0031106549372099807
124,-9.38,0.005994370629009793,0.026162214151833868
125,-9.375,-0.011869765533641644,-0.035189729984158986
126,-9.37,-0.017417220475949673,0.02078691545589486
127,-9.365,0.00698917818359554,-0.027674912089906762
128,-9.36,0.017997394157356357,-0.028939142620722495
129,-9.355,0.01359517339965028,-0.003770025131114135
130,-9.35,-0.032853108836950556,-0.02486541977712132
131,-9.345,0.002056819498842357,-0.002943332854218821
132,-9.34,-0.0006683394089544712,0.007690186305418625
133,-9.335,-0.0143022340241305,-0.0023350313590234048
134,-9.33,-0.00215060025331092,-0.02056665517211703
135,-9.325,-0.022572885363133965,-0.027727765603101508
136,-9.32,0.018124448337020167,0.021258951018281274
137,-9.315,0.003686334013207229,0.0019430776356905378
138,-9.31,-0.011761160666468007,-0.03852311077588784
139,-9.305,-0.03377313467608945,0.03845201785457631
140,-9.3,-0.01725858936300065,-0.0006414691460885409
141,-9.295,-0.006293377979827877,-0.008058844657328314
142,-9.29,-0.017725107826696094,0.023059723145631792
143,-9.285,-0.02829400132210267,-0.011861831483022464
144,-9.28,0.03648038460007904,0.03156402281943387
145,-9.275,-0.026187665583089423,-0.01730424121344511
146,-9.27,-0.02673998386432702,0.03286965312860541
147,-9.265,0.005442331797382898,-0.002496651734938832
148,-9.26,0.0036948817701110467,-0.0012692145995696815
149,-9.255,-0.007136944754394442,0.0194127522400093
150,-9.25,0.0012399682968823869,0.0035031966728580515
151,-9.245,-0.01442326814412006,0.010425494572002541
152,-9.24,-0.016478356787300787,-0.0041783305483470675
153,-9.235,-0.01064823108527891,-0.024705378952653304
154,-9.23,0.011221670204902497,0.014874238171349568
155,-9.225,0.00437517515289501,0.010968391848058161
156,-9.22,-0.0162757234616274,-0.030958570256828535
157,-9.215,-0.035540232199163725,0.024281552314840072
158,-9.21,0.03581872072087981,-0.00828309829546271
159,-9.205,0.010841792544516683,0.00988542715437111
160,-9.2,0.004147838683472863,0.010202039112881358
161,-9.195,-0.0015574233771063995,0.02454278493806895
162,-9.19,-0.003238649956084472,-0.0018648738816593484
163,-9.185,-0.0002073226356496431,-0.026567271768885674
164,-9.18,0.0088612305461613,0.030701553855232665
165,-9.175,0.03374241669402193,0.0015327373045163502
166,-9.17,0.02367245647642477,-0.012022533076194872
167,-9.165,0.004102660174738377,0.005120151292830036
168,-9.16,-0.034000224594000275,-0.018243658815912094
169,-9.155,0.01136318954335513,0.00461247482725643
170,-9.15,-0.013891404113234007,0.0003815633527852024
171,-9.145,0.019623353707047157,0.0071844039030978385
172,-9.14,0.01767714564048574,-0.004604116526689865
173,-9.135,-0.05208046165993568,-0.0017648722351213833
174,-9.13,-0.028952836301110802,0.011799005308033916
175,-9.125,-0.004929586494355309,0.013046965940019717
176,-9.12,-0.011390350002307766,0.02466189297308506
177,-9.115,0.031503817791656286,0.018181673272815946
178,-9.11,-0.0179318941667548,-0.003956388847792108
179,-9.105,-0.013213786778565419,0.007079753094325498
180,-9.1,-0.00046653007372361835,0.028871333666431968
181,-9.095,0.023743229565817967,-0.020133771333297037
182,-9.09,0.006345302847341289,-0.02264630137926981
183,-9.085,0.010601719585158677,0.01872660421353589
184,-9.08,0.00440373487358588,-0.024408060634659452
185,-9.075,-0.017945588138034815,-0.012416712633982002
186,-9.07,0.004259398429452327,0.011280213624556421
187,-9.065,-0.0064664184276753,0.009868779065903867
188,-9.06,-0.014140068707558545,0.0173481423698881
189,-9.055,-0.0181415619071366,-0.007546895435524861
190,-9.05,0.013254714404111792,-0.004692362241505139
191,-9.045,-0.002439285548525405,-0.0076771129658426375
192,-9.04,-0.020571526616608233,0.02036482867006113
193,-9.035,-0.00665148419029566,-0.046803978311769294
194,-9.03,0.0003845434065844231,-0.004541859558877876
195,-9.025,0.018068673582243625,0.012103846492178194
196,-9.02,0.024954457283516723,-0.0043496093125387466
197,-9.015,-0.006812640663159242,-0.037612047102324256
198,-9.01,0.03824687723506455,0.011779047633528586
199,-9.005,-0.004638628330892208,0.006614576757830489
200,-9.0,-0.0013908723583776301,0.009664678623857299
201,-8.995,0.002185755177075512,-0.036596675215871614
202,-8.99,0.0250365811376106,0.01777318402735432
203,-8.985,0.0053347852332148666,0.02701557413403976
204,-8.98,0.01929977204013023,0.0029215726737118527
205,-8.975,0.023806166446770832,0.005774731199873061
206,-8.97,-0.017231497034931483,-0.0019422942751472923
207,-8.965,-0.009746698375838515,0.028218905333669313
208,-8.96,0.018168007724827632,-0.0018726732319877648
209,-8.955,-0.009872236224211373,-0.01743163359870903
210,-8.95,-0.024693491740972164,0.008548391050034802
211,-8.945,-0.019273155838279172,-0.017793327194936703
212,-8.94,-0.01788148038359066,0.010067672624758451
213,-8.935,0.0004846490403234466,-0.008690104655294255
214,-8.93,0.04707747717124094,-0.030600924347214595
215,-8.925,-0.008064411424549235,0.012110767960453236
216,-8.92,-0.023503132660697215,-0.005212521928496721
217,-8.915,-0.01578863025961654,-0.023292343218848453
218,-8.91,0.009946757369410355,0.008922779708225137
219,-8.905,0.018041232637247117,0.009067340145397037
220,-8.9,-0.01477189978140884,-0.0019135897484292578
221,-8.895,0.026136581599808917,-0.018384607359709485
222,-8.89,0.009502695411863533,-0.010333253278370603
223,-8.885,-0.023867205088774834,-0.009417588752658116
224,-8.879999999999999,0.004075141685125681,-0.012442111061206162
225,-8.875,-0.004617963123818318,0.006211265687341863
226,-8.87,-0.023367610014669422,0.01372561771084059
227,-8.865,-0.005046017873981708,0.004435038544003134
228,-8.86,-0.009034506840386026,-0.020223548210340378
229,-8.855,0.023988599905237776,0.02326984748641929
230,-8.85,0.035366767682414625,0.003258238194187216
231,-8.845,-0.027031958796818353,-0.0439081553610766
232,-8.84,-0.019591504087205062,0.011413721291906268
233,-8.835,0.016181800871912032,0.02878700845897181
234,-8.83,-0.0013067160750208204,0.02226446473598763
235,-8.825,-0.006029121678741518,-0.00968635261162888
236,-8.82,0.0015103456808329256,0.03005672537596117
237,-8.815,0.007833266523370347,-0.017584553861913772
238,-8.81,-0.008006053348649914,-0.021081644592504008
239,-8.805,-0.03808036194637993,0.0008896665915897528
240,-8.8,-0.009332042782468165,-0.010720724107384798
241,-8.795,0.025368838858018775,0.003718278164085981
