,screen,pattern,filter_type,filter_width,slits_dist
450,-7.75,0.051454120225349474,Rectangular,10,4.0
451,-7.745,0.052008267198845014,Rectangular,10,4.0
452,-7.74,0.05255818741886443,Rectangular,10,4.0
453,-7.734999999999999,0.05310360439147077,Rectangular,10,4.0
454,-7.73,0.05364422618278826,Rectangular,10,4.0
455,-7.725,0.05417978263166803,Rectangular,10,4.0
456,-7.72,0.0547099912833571,Rectangular,10,4.0
457,-7.715,0.05523457320978498,Rectangular,10,4.0
458,-7.71,0.05575325638088667,Rectangular,10,4.0
459,-7.705,0.05626576440340477,Rectangular,10,4.0
460,-7.699999999999999,0.05677183263079898,Rectangular,10,4.0
461,-7.695,0.05727119651578906,Rectangular,10,4.0
462,-7.689999999999999,0.05776358008917852,Rectangular,10,4.0
463,-7.685,0.05824873728742269,Rectangular,10,4.0
464,-7.68,0.05872639600097225,Rectangular,10,4.0
465,-7.675,0.0591963033778316,Rectangular,10,4.0
466,-7.67,0.05965820620856348,Rectangular,10,4.0
467,-7.665,0.06011184030157419,Rectangular,10,4.0
468,-7.66,0.06055696694181162,Rectangular,10,4.0
469,-7.654999999999999,0.060993341516286305,Rectangular,10,4.0
470,-7.65,0.0614207344577044,Rectangular,10,4.0
471,-7.645,0.061838899547740175,Rectangular,10,4.0
472,-7.640000000000001,0.06224761750795436,Rectangular,10,4.0
473,-7.635,0.0626466574160131,Rectangular,10,4.0
474,-7.63,0.06303580199661342,Rectangular,10,4.0
475,-7.625,0.06341483675113889,Rectangular,10,4.0
476,-7.62,0.06378354994833413,Rectangular,10,4.0
477,-7.615,0.06414174084127919,Rectangular,10,4.0
478,-7.609999999999999,0.06448920980455554,Rectangular,10,4.0
479,-7.605,0.06482576182536137,Rectangular,10,4.0
480,-7.6,0.0651511967336373,Rectangular,10,4.0
481,-7.595,0.06546533173534935,Rectangular,10,4.0
482,-7.59,0.06576799933633468,Rectangular,10,4.0
483,-7.585,0.0660590247189704,Rectangular,10,4.0
484,-7.58,0.06633824822988293,Rectangular,10,4.0
485,-7.574999999999999,0.06660552387651912,Rectangular,10,4.0
486,-7.57,0.06686069204062439,Rectangular,10,4.0
